,solution_size,solution_pred_err,solution_real_err
0,27917287424.0,0.5952751885723347,0.3602409362792969
1,34896609280.0,0.2217253996865105,0.15862751007080078
2,41875931136.0,0.13486360218622442,0.09846353530883789
3,48838475776.0,0.06028889734724251,0.0464935302734375
4,55817797632.0,0.004179878001793035,0.006260395050048828
