"Name","State","Notes","User","Tags","Created","Runtime","Sweep","base_model","dtype","effective_wbits","eval_base","eval_datasets","model_seqlen","offload_activations","seed","trust_remote_code","use_fast_tokenizer","wandb","noise_level","wikitext2"
"Llama-2-7b-hf","finished","-","","","2024-08-15T01:56:59.000Z","38","","meta-llama/Llama-2-7b-hf","auto","3.73046875","false","[""wikitext2""]","4096","false","0","false","false","true","0.005675890608785362","5.11867094039917"
"Llama-2-7b-hf","finished","-","","","2024-08-15T01:56:58.000Z","38","","meta-llama/Llama-2-7b-hf","auto","3.49609375","false","[""wikitext2""]","4096","false","0","false","false","true","0.007854921102443771","5.117165565490723"
"Llama-2-7b-hf","finished","-","","","2024-08-15T01:56:57.000Z","38","","meta-llama/Llama-2-7b-hf","auto","3.70703125","false","[""wikitext2""]","4096","false","0","false","false","true","0.005863336209478225","5.1165032386779785"
"Llama-2-7b-hf","finished","-","","","2024-08-15T01:56:43.000Z","37","","meta-llama/Llama-2-7b-hf","auto","1.169921875","false","[""wikitext2""]","4096","false","0","false","false","true","0.19753172033160307","6.666899681091309"
"Meta-Llama-3.1-8B","finished","-","","","2024-08-15T01:56:39.000Z","36","","meta-llama/Meta-Llama-3.1-8B","auto","3.876953125","false","[""wikitext2""]","8192","false","0","false","false","true","0.004632779553363257","5.610015869140625"
"Llama-2-7b-hf","finished","-","","","2024-08-15T01:56:34.000Z","36","","meta-llama/Llama-2-7b-hf","auto","3.66015625","false","[""wikitext2""]","4096","false","0","false","false","true","0.006257002951885521","5.117466449737549"
"Llama-2-7b-hf","finished","-","","","2024-08-15T01:56:32.000Z","38","","meta-llama/Llama-2-7b-hf","auto","3.56640625","false","[""wikitext2""]","4096","false","0","false","false","true","0.007125403849246302","5.118189334869385"
"Llama-2-7b-hf","finished","-","","","2024-08-15T01:56:20.000Z","88","","meta-llama/Llama-2-7b-hf","auto","3.2734375","false","[""wikitext2""]","4096","false","0","false","false","true","0.010695331429488988","5.119032382965088"
"Llama-2-7b-hf","finished","-","","","2024-08-15T01:56:13.000Z","38","","meta-llama/Llama-2-7b-hf","auto","3.54296875","false","[""wikitext2""]","4096","false","0","false","false","true","0.007360719449345057","5.118129253387451"
"Llama-2-7b-hf","finished","-","","","2024-08-15T01:56:12.000Z","38","","meta-llama/Llama-2-7b-hf","auto","3.30859375","false","[""wikitext2""]","4096","false","0","false","false","true","0.010186572384312","5.116804122924805"
"Llama-2-7b-hf","finished","-","","","2024-08-15T01:56:11.000Z","38","","meta-llama/Llama-2-7b-hf","auto","3.51953125","false","[""wikitext2""]","4096","false","0","false","false","true","0.00760380631866888","5.118129253387451"
"Llama-2-7b-hf","finished","-","","","2024-08-15T01:56:00.000Z","38","","meta-llama/Llama-2-7b-hf","auto","1.076171875","false","[""wikitext2""]","4096","false","0","false","false","true","0.2249468781175669","10.062397003173828"
"Meta-Llama-3.1-8B","finished","-","","","2024-08-15T01:55:53.000Z","35","","meta-llama/Meta-Llama-3.1-8B","auto","3.783203125","false","[""wikitext2""]","8192","false","0","false","false","true","0.00527575670270326","5.607512474060059"
"Llama-2-7b-hf","finished","-","","","2024-08-15T01:55:47.000Z","38","","meta-llama/Llama-2-7b-hf","auto","3.47265625","false","[""wikitext2""]","4096","false","0","false","false","true","0.008114328921573271","5.118008613586426"
"Llama-2-7b-hf","finished","-","","","2024-08-15T01:55:45.000Z","38","","meta-llama/Llama-2-7b-hf","auto","3.37890625","false","[""wikitext2""]","4096","false","0","false","false","true","0.009240505554565164","5.116623878479004"
"Llama-2-7b-hf","finished","-","","","2024-08-15T01:55:28.000Z","37","","meta-llama/Llama-2-7b-hf","auto","3.35546875","false","[""wikitext2""]","4096","false","0","false","false","true","0.009545672132599667","5.116985321044922"
"Llama-2-7b-hf","finished","-","","","2024-08-15T01:55:26.000Z","38","","meta-llama/Llama-2-7b-hf","auto","3.12109375","false","[""wikitext2""]","4096","false","0","false","false","true","0.013210349994291447","5.117225646972656"
"Llama-2-7b-hf","finished","-","","","2024-08-15T01:55:25.000Z","38","","meta-llama/Llama-2-7b-hf","auto","3.33203125","false","[""wikitext2""]","4096","false","0","false","false","true","0.009860916799955084","5.119152545928955"
"Llama-2-7b-hf","finished","-","","","2024-08-15T01:55:24.000Z","92","","meta-llama/Llama-2-7b-hf","auto","3.2265625","false","[""wikitext2""]","4096","false","0","false","false","true","0.011413420267036303","5.120237350463867"
"Llama-2-7b-hf","finished","-","","","2024-08-15T01:55:16.000Z","38","","meta-llama/Llama-2-7b-hf","auto","3.96484375","false","[""wikitext2""]","4096","false","0","false","false","true","0.004101344085158934","5.11656379699707"
"Meta-Llama-3.1-8B","finished","-","","","2024-08-15T01:55:07.000Z","36","","meta-llama/Meta-Llama-3.1-8B","auto","3.689453125","false","[""wikitext2""]","8192","false","0","false","false","true","0.0060079717727799095","5.613773822784424"
"Llama-2-7b-hf","finished","-","","","2024-08-15T01:55:00.000Z","38","","meta-llama/Llama-2-7b-hf","auto","3.28515625","false","[""wikitext2""]","4096","false","0","false","false","true","0.010522982704944887","5.117767333984375"
"Llama-2-7b-hf","finished","-","","","2024-08-15T01:54:59.000Z","37","","meta-llama/Llama-2-7b-hf","auto","3.19140625","false","[""wikitext2""]","4096","false","0","false","false","true","0.011983453108132468","5.121321201324463"
"Meta-Llama-3.1-8B","finished","-","","","2024-08-15T01:54:52.000Z","35","","meta-llama/Meta-Llama-3.1-8B","auto","3.935546875","false","[""wikitext2""]","8192","false","0","false","false","true","0.00427134530887846","5.608764171600342"
"Llama-2-7b-hf","finished","-","","","2024-08-15T01:54:51.000Z","80","","meta-llama/Llama-2-7b-hf","auto","2.8984375","false","[""wikitext2""]","4096","false","0","false","false","true","0.017987331718015354","5.121020317077637"
"Llama-2-7b-hf","finished","-","","","2024-08-15T01:54:40.000Z","38","","meta-llama/Llama-2-7b-hf","auto","2.93359375","false","[""wikitext2""]","4096","false","0","false","false","true","0.01713170440338089","5.1261444091796875"
"Llama-2-7b-hf","finished","-","","","2024-08-15T01:54:40.000Z","37","","meta-llama/Llama-2-7b-hf","auto","3.16796875","false","[""wikitext2""]","4096","false","0","false","false","true","0.012379205197285107","5.1194539070129395"
"Llama-2-7b-hf","finished","-","","","2024-08-15T01:54:39.000Z","37","","meta-llama/Llama-2-7b-hf","auto","3.14453125","false","[""wikitext2""]","4096","false","0","false","false","true","0.01278802695130441","5.119634628295898"
"Llama-2-7b-hf","finished","-","","","2024-08-15T01:54:33.000Z","38","","meta-llama/Llama-2-7b-hf","auto","3.77734375","false","[""wikitext2""]","4096","false","0","false","false","true","0.0053187852368680654","5.117767333984375"
"Meta-Llama-3.1-8B","finished","-","","","2024-08-15T01:54:20.000Z","36","","meta-llama/Meta-Llama-3.1-8B","auto","3.595703125","false","[""wikitext2""]","8192","false","0","false","false","true","0.006841809972780774","5.611268043518066"
"Llama-2-7b-hf","finished","-","","","2024-08-15T01:54:14.000Z","37","","meta-llama/Llama-2-7b-hf","auto","3.09765625","false","[""wikitext2""]","4096","false","0","false","false","true","0.013646620204681008","5.121743202209473"
"Llama-2-7b-hf","finished","-","","","2024-08-15T01:54:13.000Z","37","","meta-llama/Llama-2-7b-hf","auto","3.00390625","false","[""wikitext2""]","4096","false","0","false","false","true","0.015540615991931768","5.121923923492432"
