,Name,Commit,_runtime,_step,_timestamp,_wandb,relative_mse,wikitext2,seed,dtype,wandb,eval_base,layer_idx,base_model,device_map,model_seqlen,eval_datasets,effective_wbits,trust_remote_code,use_fast_tokenizer,offload_activations,mse
1289,meta-llama/Meta-Llama-3.1-8B,a20438af41000230cb0969766a200b6d9bea881d,39.63696885108948,1.0,1725073045.215941,{'runtime': 39},0.43906304009332486,6.320194721221924,0,auto,True,False,19,meta-llama/Meta-Llama-3.1-8B,,8192,['wikitext2'],0.59375,False,False,False,0.43906304009332486
1290,meta-llama/Meta-Llama-3.1-8B,a20438af41000230cb0969766a200b6d9bea881d,65.18676233291626,1.0,1725073054.2837884,{'runtime': 64},0.0005098993078258856,5.607512474060059,0,auto,True,False,2,meta-llama/Meta-Llama-3.1-8B,,8192,['wikitext2'],5.46875,False,False,False,0.0005098993078258856
1291,meta-llama/Meta-Llama-3.1-8B,a20438af41000230cb0969766a200b6d9bea881d,39.500481367111206,1.0,1725072994.7407694,{'runtime': 38},0.43906304009332486,6.3117356300354,0,auto,True,False,18,meta-llama/Meta-Llama-3.1-8B,,8192,['wikitext2'],0.59375,False,False,False,0.43906304009332486
1292,meta-llama/Meta-Llama-3.1-8B,a20438af41000230cb0969766a200b6d9bea881d,65.27785778045654,1.0,1725072976.7931929,{'runtime': 64},0.0005098993078258856,5.623807907104492,0,auto,True,False,1,meta-llama/Meta-Llama-3.1-8B,,8192,['wikitext2'],5.46875,False,False,False,0.0005098993078258856
1293,meta-llama/Meta-Llama-3.1-8B,a20438af41000230cb0969766a200b6d9bea881d,39.5452094078064,1.0,1725072944.4278977,{'runtime': 39},0.43906304009332486,6.503376483917236,0,auto,True,False,17,meta-llama/Meta-Llama-3.1-8B,,8192,['wikitext2'],0.59375,False,False,False,0.43906304009332486
1294,meta-llama/Meta-Llama-3.1-8B,a20438af41000230cb0969766a200b6d9bea881d,39.92043089866638,1.0,1725072893.508148,{'runtime': 39},0.43906304009332486,6.552919864654541,0,auto,True,False,16,meta-llama/Meta-Llama-3.1-8B,,8192,['wikitext2'],0.59375,False,False,False,0.43906304009332486
1295,meta-llama/Meta-Llama-3.1-8B,a20438af41000230cb0969766a200b6d9bea881d,66.12969779968262,1.0,1725072899.3439777,{'runtime': 65},0.0005098993078258856,5.60500955581665,0,auto,True,False,0,meta-llama/Meta-Llama-3.1-8B,,8192,['wikitext2'],5.46875,False,False,False,0.0005098993078258856
1296,meta-llama/Meta-Llama-3.1-8B,a20438af41000230cb0969766a200b6d9bea881d,39.6070191860199,1.0,1725072841.8320105,{'runtime': 39},0.43906304009332486,6.571962833404541,0,auto,True,False,15,meta-llama/Meta-Llama-3.1-8B,,8192,['wikitext2'],0.59375,False,False,False,0.43906304009332486
1297,meta-llama/Meta-Llama-3.1-8B,a20438af41000230cb0969766a200b6d9bea881d,65.97755789756775,1.0,1725072822.198459,{'runtime': 65},0.0007211065165720212,5.611268043518066,0,auto,True,False,31,meta-llama/Meta-Llama-3.1-8B,,8192,['wikitext2'],5.21875,False,False,False,0.0007211065165720212
1298,meta-llama/Meta-Llama-3.1-8B,a20438af41000230cb0969766a200b6d9bea881d,39.8173987865448,1.0,1725072791.7176187,{'runtime': 39},0.43906304009332486,6.760931968688965,0,auto,True,False,14,meta-llama/Meta-Llama-3.1-8B,,8192,['wikitext2'],0.59375,False,False,False,0.43906304009332486
1299,meta-llama/Meta-Llama-3.1-8B,a20438af41000230cb0969766a200b6d9bea881d,39.50945448875427,1.0,1725072741.1362374,{'runtime': 38},0.43906304009332486,6.753390789031982,0,auto,True,False,13,meta-llama/Meta-Llama-3.1-8B,,8192,['wikitext2'],0.59375,False,False,False,0.43906304009332486
1300,meta-llama/Meta-Llama-3.1-8B,a20438af41000230cb0969766a200b6d9bea881d,65.43027639389038,1.0,1725072745.2345493,{'runtime': 64},0.0007211065165720212,5.612521171569824,0,auto,True,False,30,meta-llama/Meta-Llama-3.1-8B,,8192,['wikitext2'],5.21875,False,False,False,0.0007211065165720212
1301,meta-llama/Meta-Llama-3.1-8B,a20438af41000230cb0969766a200b6d9bea881d,39.52487659454346,1.0,1725072686.8798175,{'runtime': 39},0.43906304009332486,6.69037389755249,0,auto,True,False,12,meta-llama/Meta-Llama-3.1-8B,,8192,['wikitext2'],0.59375,False,False,False,0.43906304009332486
1302,meta-llama/Meta-Llama-3.1-8B,a20438af41000230cb0969766a200b6d9bea881d,64.78598546981812,1.0,1725072670.2415314,{'runtime': 64},0.0007211065165720212,5.607512474060059,0,auto,True,False,29,meta-llama/Meta-Llama-3.1-8B,,8192,['wikitext2'],5.21875,False,False,False,0.0007211065165720212
1303,meta-llama/Meta-Llama-3.1-8B,a20438af41000230cb0969766a200b6d9bea881d,39.735071897506714,1.0,1725072636.7069018,{'runtime': 39},0.43906304009332486,6.774527549743652,0,auto,True,False,11,meta-llama/Meta-Llama-3.1-8B,,8192,['wikitext2'],0.59375,False,False,False,0.43906304009332486
1304,meta-llama/Meta-Llama-3.1-8B,a20438af41000230cb0969766a200b6d9bea881d,40.59631085395813,1.0,1725072586.590696,{'runtime': 39},0.43906304009332486,6.526644229888916,0,auto,True,False,10,meta-llama/Meta-Llama-3.1-8B,,8192,['wikitext2'],0.59375,False,False,False,0.43906304009332486
1305,meta-llama/Meta-Llama-3.1-8B,a20438af41000230cb0969766a200b6d9bea881d,65.35823678970337,1.0,1725072594.1382768,{'runtime': 64},0.0007211065165720212,5.60500955581665,0,auto,True,False,28,meta-llama/Meta-Llama-3.1-8B,,8192,['wikitext2'],5.21875,False,False,False,0.0007211065165720212
1306,meta-llama/Meta-Llama-3.1-8B,a20438af41000230cb0969766a200b6d9bea881d,39.232107639312744,1.0,1725072534.7930446,{'runtime': 38},0.43906304009332486,7.013016223907471,0,auto,True,False,9,meta-llama/Meta-Llama-3.1-8B,,8192,['wikitext2'],0.59375,False,False,False,0.43906304009332486
1307,meta-llama/Meta-Llama-3.1-8B,a20438af41000230cb0969766a200b6d9bea881d,65.02614665031433,1.0,1725072519.0997436,{'runtime': 64},0.0007211065165720212,5.607512474060059,0,auto,True,False,27,meta-llama/Meta-Llama-3.1-8B,,8192,['wikitext2'],5.21875,False,False,False,0.0007211065165720212
1308,meta-llama/Meta-Llama-3.1-8B,a20438af41000230cb0969766a200b6d9bea881d,39.23191952705383,1.0,1725072484.4638414,{'runtime': 38},0.43906304009332486,7.0774922370910645,0,auto,True,False,8,meta-llama/Meta-Llama-3.1-8B,,8192,['wikitext2'],0.59375,False,False,False,0.43906304009332486
1309,meta-llama/Meta-Llama-3.1-8B,a20438af41000230cb0969766a200b6d9bea881d,39.54931950569153,1.0,1725072434.3934264,{'runtime': 39},0.43906304009332486,6.953782558441162,0,auto,True,False,7,meta-llama/Meta-Llama-3.1-8B,,8192,['wikitext2'],0.59375,False,False,False,0.43906304009332486
1310,meta-llama/Meta-Llama-3.1-8B,a20438af41000230cb0969766a200b6d9bea881d,65.33773732185364,1.0,1725072442.8916523,{'runtime': 64},0.0007211065165720212,5.608764171600342,0,auto,True,False,26,meta-llama/Meta-Llama-3.1-8B,,8192,['wikitext2'],5.21875,False,False,False,0.0007211065165720212
1311,meta-llama/Meta-Llama-3.1-8B,a20438af41000230cb0969766a200b6d9bea881d,40.29310369491577,1.0,1725072384.6924386,{'runtime': 39},0.43906304009332486,7.276123523712158,0,auto,True,False,6,meta-llama/Meta-Llama-3.1-8B,,8192,['wikitext2'],0.59375,False,False,False,0.43906304009332486
1312,meta-llama/Meta-Llama-3.1-8B,a20438af41000230cb0969766a200b6d9bea881d,65.46638536453247,1.0,1725072366.2232103,{'runtime': 64},0.0007211065165720212,5.607512474060059,0,auto,True,False,25,meta-llama/Meta-Llama-3.1-8B,,8192,['wikitext2'],5.21875,False,False,False,0.0007211065165720212
1313,meta-llama/Meta-Llama-3.1-8B,a20438af41000230cb0969766a200b6d9bea881d,39.75137710571289,1.0,1725072328.7807472,{'runtime': 39},0.43906304009332486,6.823090553283691,0,auto,True,False,5,meta-llama/Meta-Llama-3.1-8B,,8192,['wikitext2'],0.59375,False,False,False,0.43906304009332486
1314,meta-llama/Meta-Llama-3.1-8B,a20438af41000230cb0969766a200b6d9bea881d,40.56017184257507,1.0,1725072278.799518,{'runtime': 40},0.43906304009332486,7.79047441482544,0,auto,True,False,4,meta-llama/Meta-Llama-3.1-8B,,8192,['wikitext2'],0.59375,False,False,False,0.43906304009332486
1315,meta-llama/Meta-Llama-3.1-8B,a20438af41000230cb0969766a200b6d9bea881d,65.02680158615112,1.0,1725072291.0950067,{'runtime': 64},0.0007211065165720212,5.603758811950684,0,auto,True,False,24,meta-llama/Meta-Llama-3.1-8B,,8192,['wikitext2'],5.21875,False,False,False,0.0007211065165720212
1316,meta-llama/Meta-Llama-3.1-8B,a20438af41000230cb0969766a200b6d9bea881d,39.45315504074097,1.0,1725072227.355885,{'runtime': 38},0.43906304009332486,7.764434337615967,0,auto,True,False,3,meta-llama/Meta-Llama-3.1-8B,,8192,['wikitext2'],0.59375,False,False,False,0.43906304009332486
1317,meta-llama/Meta-Llama-3.1-8B,a20438af41000230cb0969766a200b6d9bea881d,65.10386776924133,1.0,1725072216.5401418,{'runtime': 64},0.0007211065165720212,5.607512474060059,0,auto,True,False,23,meta-llama/Meta-Llama-3.1-8B,,8192,['wikitext2'],5.21875,False,False,False,0.0007211065165720212
1318,meta-llama/Meta-Llama-3.1-8B,a20438af41000230cb0969766a200b6d9bea881d,39.815940141677856,1.0,1725072177.2008922,{'runtime': 39},0.43906304009332486,7.176120758056641,0,auto,True,False,2,meta-llama/Meta-Llama-3.1-8B,,8192,['wikitext2'],0.59375,False,False,False,0.43906304009332486
1319,meta-llama/Meta-Llama-3.1-8B,a20438af41000230cb0969766a200b6d9bea881d,39.786536693573,1.0,1725072126.7815647,{'runtime': 39},0.43906304009332486,259.0815124511719,0,auto,True,False,1,meta-llama/Meta-Llama-3.1-8B,,8192,['wikitext2'],0.59375,False,False,False,0.43906304009332486
1320,meta-llama/Meta-Llama-3.1-8B,a20438af41000230cb0969766a200b6d9bea881d,65.35486721992493,1.0,1725072140.219021,{'runtime': 64},0.0007211065165720212,5.603758811950684,0,auto,True,False,22,meta-llama/Meta-Llama-3.1-8B,,8192,['wikitext2'],5.21875,False,False,False,0.0007211065165720212
1321,meta-llama/Meta-Llama-3.1-8B,a20438af41000230cb0969766a200b6d9bea881d,39.981138944625854,1.0,1725072075.635819,{'runtime': 39},0.43906304009332486,82.54908752441406,0,auto,True,False,0,meta-llama/Meta-Llama-3.1-8B,,8192,['wikitext2'],0.59375,False,False,False,0.43906304009332486
1322,meta-llama/Meta-Llama-3.1-8B,a20438af41000230cb0969766a200b6d9bea881d,65.52884674072266,1.0,1725072063.6235728,{'runtime': 65},0.0007211065165720212,5.607512474060059,0,auto,True,False,21,meta-llama/Meta-Llama-3.1-8B,,8192,['wikitext2'],5.21875,False,False,False,0.0007211065165720212
1323,meta-llama/Meta-Llama-3.1-8B,a20438af41000230cb0969766a200b6d9bea881d,39.9448778629303,1.0,1725072025.319228,{'runtime': 39},0.620928906036742,12.352262496948242,0,auto,True,False,31,meta-llama/Meta-Llama-3.1-8B,,8192,['wikitext2'],0.34375,False,False,False,0.620928906036742
1324,meta-llama/Meta-Llama-3.1-8B,a20438af41000230cb0969766a200b6d9bea881d,39.5758752822876,1.0,1725071974.5985205,{'runtime': 39},0.620928906036742,7.0491132736206055,0,auto,True,False,30,meta-llama/Meta-Llama-3.1-8B,,8192,['wikitext2'],0.34375,False,False,False,0.620928906036742
1325,meta-llama/Meta-Llama-3.1-8B,a20438af41000230cb0969766a200b6d9bea881d,66.31819725036621,1.0,1725071987.0358722,{'runtime': 65},0.0007211065165720212,5.60500955581665,0,auto,True,False,20,meta-llama/Meta-Llama-3.1-8B,,8192,['wikitext2'],5.21875,False,False,False,0.0007211065165720212
1326,meta-llama/Meta-Llama-3.1-8B,a20438af41000230cb0969766a200b6d9bea881d,39.83712291717529,1.0,1725071924.257905,{'runtime': 39},0.620928906036742,6.650172710418701,0,auto,True,False,29,meta-llama/Meta-Llama-3.1-8B,,8192,['wikitext2'],0.34375,False,False,False,0.620928906036742
1327,meta-llama/Meta-Llama-3.1-8B,a20438af41000230cb0969766a200b6d9bea881d,65.3516800403595,1.0,1725071906.4256911,{'runtime': 64},0.0007211065165720212,5.607512474060059,0,auto,True,False,19,meta-llama/Meta-Llama-3.1-8B,,8192,['wikitext2'],5.21875,False,False,False,0.0007211065165720212
1328,meta-llama/Meta-Llama-3.1-8B,a20438af41000230cb0969766a200b6d9bea881d,39.419708490371704,1.0,1725071873.3746796,{'runtime': 38},0.620928906036742,6.65314245223999,0,auto,True,False,28,meta-llama/Meta-Llama-3.1-8B,,8192,['wikitext2'],0.34375,False,False,False,0.620928906036742
