,solution_size,solution_pred_err,solution_real_err
0,27917287424.0,0.5960667161415475,0.42316579818725586
1,34896609280.0,0.22200434153111256,0.15862751007080078
2,41875931136.0,0.13502335210852504,0.09082889556884766
3,48838475776.0,0.06037036075557603,0.0427088737487793
4,55817797632.0,0.00416103555145001,0.0037550926208496094
